nk,en
바로 이 시각도 조국의 방선초소들에서는 인민군대가 원쑤놈들과 총부리를 맞대고있습니다.,"Even at this moment, the People’s Army soldiers are standing in confrontation with the enemy at the posts of national defence with their guns levelled at him."
소년단원들은 혁명의 원쑤들을 끝없이 미워하고 그놈들과 맞서 싸우는 심정으로 인민군대원호에도 앞장서고 《소년》호땅크와 대포도 만들어 보내주며 만약 원쑤들이 덤벼든다면 전화의 소년근위대원들처럼 용맹하게 싸워 ３００만 조선소년단의 본때를 보여주어야 합니다.,"With a bitter hatred against the enemy of the revolution and with the feeling of fighting with him, KCU members should stand in the vanguard of rendering assistance to the People’s Army, and donate Sonyon tanks and cannons to it. And if the enemy dares to invade the country, they should fight as bravely as the children’s guards in the days of the Fatherland Liberation War, thus demonstrating the mettle of the three-million-strong Korean Children’s Union."
"소년혁명가, 소년애국자의 징표는 최우등성적증입니다.",The criterion of a young revolutionary and patriot consists in his top honour records of school performance.
지금도 그러하지만 앞으로는 풍부한 지식을 가져야만 당에 충실할수 있고 나라를 위해 큰일을 할수 있으며 원쑤놈들과도 싸워 이길수 있습니다.,"As it is true now, so in the future, too, it is only when KCU members have a profound knowledge that they will be able to work faithfully for the Party, perform great feats for the country and win the fight against the enemy."
"소년단원들은 《조선을 위하여 배우자!》는 구호를 매일, 매 시각 외우며 공부하고 또 공부하여 실지 써먹을수 있는 산지식과 자질을 갖추어야 합니다.","Reminding themselves every day and every minute of the slogan ""Let us learn for Korea!"" they should study hard to get practical knowledge and qualifications."
"누구나 수업시간에 선생님의 설명을 귀담아듣고 하나라도 더 알려고 애쓰고 시간을 아껴가면서 열심히 배워 최우등고지를 점령하여야 하며 어느 학교에서나 이름난 소년발명가, 소년박사가 나와야 합니다.","Every one of them should listen to their teachers carefully at class, try hard to gain even a bit more of knowledge, and hit the target of top honour by learning assiduously, devoting their time to learning. In this way every school can produce famous young inventors, young doctors of engineering."
어릴 때부터 책을 사랑하고 환상을 즐겨하며 글짓기도 잘하고 소감도 발표할줄 알며 시도 잘 읊고 노래도 잘 부르고 체육도 잘하고 악기도 다룰줄 알아야 합니다.,"They should, from their days, love reading, like to have imaginations, be good at writing, know how to present your impressions, and be well prepared to recite poems, sing songs, play sport and play musical instruments."
"소년단원동무들이 앞가슴에 휘날리는 붉은넥타이는 동무들 매 한사람한사람을 정답게 품어안은 우리 당의 옷자락이나 같고 소년단조직생활은 동무들을 걸음걸음 이끌어 당의 참된 아들딸로 자라나게 하는 혁명적교양의 학교, 혁명적단련의 용광로입니다.","The red neckerchiefs hanging over their chests represent the warm embrace of our Party for each of them, and the KCU organizational life is a school of revolutionary education, a crucible of revolutionary training, which guides them step by step to grow up as true sons and daughters of the Party."
"소년단원들은 태여나 처음으로 받아안은 정치적생명인 조선소년단원의 영예를 가장 소중히 간직하고 조직생활에 자각적으로 성실히 참가하는것을 신성한 의무로, 본분으로 여겨야 합니다.","Cherishing the honour of being members of the KCU, which marks the beginning of political integrity in their lives, they should regard it as their sacred duty and obligation to participate in the organizational life voluntarily and faithfully."
"소년단조직생활을 통하여 당의 높은 뜻을 배우고 자기의 계급적본분을 자각하여야 하며 동무들과 집단을 위해 자기를 바치는 헌신성, 로동을 사랑하는 정신을 비롯하여 훌륭한 인간의 사상정신적면모를 갖추어나가야 합니다.","Through the organizational life in the KCU, they should learn the great intentions of the Party, get awakened to their class consciousness, and equip themselves with the ideological and spiritual qualities of a laudable person, such as devotion to comrades and the collective and the spirit of loving labour."
소년단원이라면 누구나 입단할 때 다진 선서를 항상 새겨보면서 언제 어디서나 소년단규약의 요구대로만 생활하여야 합니다.,"As long as they are members of the KCU, they should always keep in mind the oath they made when they were joining the organization, and be faithful to its Rules at all times and in all places."
"소년단조직을 더없이 고마운 품, 귀중한 길동무로 여기고 조직을 사랑하며 조직규률을 잘 지키고 조직에 철저히 의거하는것을 습성화하여야 합니다.","Valuing their organization as the most benevolent embrace and precious companion, they should love the organization and make it part of their habit to faithfully observe the organizational discipline and always rely on the organization."
조직의 지도와 통제가 싫어지고 조직과 멀어지면 그것은 벌써 소년단원의 자격을 잃은것이고 인생의 곧바른 주로에서 벗어나는것입니다.,"If they have an aversion to their organization’s guidance and control, and if they alienate themselves from their organization, it immediately means their loss of the qualification of the KCU membership and deviation from the straight course of their life."
